Public ID,Gene,Gene description,sch9/wt,ras2/wt,tor1/wt,,,
YNL185C,MRPL19,Mitochondrial ribosomal protein of the large subunit,-0.0798,-0.1879,-0.4763,,,
YNL186W,UBP10,"Ubiquitin-specific protease that deubiquitinates ubiquitin-protein moieties, may regulate silencing by acting on Sir4p, involved in posttranscriptionally regulating Gap1p and possibly other transporters, primarily located in the nucleus",-0.1305,-0.5511,-0.6224,,,
YNL187W,---,Non-essential protein with putative leucine-rich nuclear export signal (NES) sequence that fits the consensus sequence recognized by Crm1p,0.7534,0.7843,0.6268,,,
YNL188W,KAR1,"Essential protein involved in karyogamy during mating and in spindle pole body duplication during mitosis, localizes to the half-bridge of the spindle pole body, interacts with Spc72p during karyogamy, also interacts with Cdc31p",-0.2858,-0.3566,-0.0906,,,
YNL189W,SRP1,"Karyopherin alpha homolog, forms a dimer with karyopherin beta Kap95p to mediate import of nuclear proteins, binds the nuclear localization signal of the substrate during import, may also play a role in regulation of protein degradation",-0.1661,-0.4172,-0.2861,,,
YNL190W,---,Hypothetical protein,0.0049,0.1081,-0.1534,,,
YNL191W,---,Hypothetical protein,-0.2000,-0.0199,-0.1362,,,
YNL192W,CHS1,"Chitin synthase I, requires activation from zymogenic form in order to catalyze the transfer of N-acetylglucosamine (GlcNAc) to chitin, required for repairing the chitin septum during cytokinesis, transcription activated by mating factor",0.5047,0.0200,0.1204,,,
YNL193W,---,Hypothetical protein,-0.1356,-0.7017,-0.5232,,,
YNL194C,---,Hypothetical protein,-0.1975,0.0445,-0.0379,,,
YNL195C,---,Hypothetical protein,0.2450,0.3220,0.0922,,,
YNL196C,---,Sporulation-specific protein with a leucine zipper motif,-0.3529,-0.0983,-0.0432,,,
YNL197C,WHI3,"RNA binding protein that binds to and sequesters the G1 cyclin CLN3 mRNA, regulates cell fate and dose-dependently inhibits passage through Start by regulating the critical cell size requirement necessary for cell cycle progression",-0.0354,-0.0449,-0.1815,,,
YNL199C,GCR2,"Transcriptional activator of genes involved in glycolysis, interacts and functions with the DNA-binding protein Gcr1p",-0.1454,-0.7410,-0.1867,,,
YNL200C,---,"Hypothetical protein, similarity to human TGR-CL10C, thyroidal receptor for N-acetylglucosamine",0.2314,0.6369,0.4888,,,
YNL201C,PSY2,"Nuclear protein of unknown function, deletion results in sensitivity to anticancer drugs oxaliplatin and cisplatin, but not mitomycin C, deletion is synthetically lethal with a chitin synthase (CHS1) null mutant",-0.3833,-1.2698,-0.9571,,,
YNL202W,SPS19,"Peroxisomal 2,4-dienoyl-CoA reductase, auxiliary enzyme of fatty acid beta-oxidation, homodimeric enzyme required for growth and sporulation on petroselineate medium, expression induced during late sporulation and in the presence of oleate",0.2585,0.8121,0.6054,,,
YNL204C,SPS18,"Protein of unknown function, contains a putative zinc-binding domain, expressed during sporulation",0.0599,-0.2441,-0.2092,,,
YNL206C,RTT106,Protein with a role in regulation of Ty1 transposition,-0.3151,-0.5223,0.0438,,,
YNL207W,RIO2,"Essential serine kinase involved in the processing of the 20S pre-rRNA into mature 18S rRNA, has similarity to Rio1p",-0.5578,-0.6369,-0.4874,,,
YNL208W,---,Hypothetical protein,0.2625,-0.1623,0.1814,,,
YNL209W,SSB2  SSB1,"Cytoplasmic ATPase that is a ribosome-associated molecular chaperone, may be involved in the folding of newly-synthesized polypeptide chains, member of the heat shock protein 70 (HSP70) family, homolog of SSB1  Cytoplasmic ATPase that is a ribosome-associated molecular chaperone, may be involved in the folding of newly-synthesized polypeptide chains, member of the heat shock protein 70 (HSP70) family, interacts with the phosphatase subunit Reg1p",0.2206,0.2634,0.2403,,,
YNL210W,MER1,"Protein with RNA-binding motifs required for meiosis-specific mRNA splicing, required for chromosome pairing and meiotic recombination",0.0496,0.3089,0.2356,,,
YNL211C,---,Hypothetical protein,-0.6014,-0.3183,-0.3894,,,
YNL212W,VID27,"Cytoplasmic protein possibly involved in vacuolar protein degradation, not essential for proteasome-dependent degradation of fructose-1,6-bisphosphatase (FBPase), null mutants exhibit normal growth",0.2627,0.1264,0.2492,,,
YNL213C,---,Hypothetical protein,-0.6230,-0.9586,-0.5231,,,
YNL214W,PEX17,"Peroxisomal membrane protein component of the peroxisomal translocation machinery, required for peroxisome biogenesis, binds Pex14p",0.4368,0.2818,0.6231,,,
YNL215W,IES2,Protein that associates with the INO80 chromatin remodeling complex under low-salt conditions,-0.5205,-1.0143,0.0447,,,
YNL216W,RAP1,"DNA-binding protein involved in either activation or repression of transcription, depending on binding site context, also binds telomere sequences and plays a role in telomeric position effect (silencing) and telomere structure",0.1896,0.2195,0.0383,,,
YNL217W,---,Hypothetical protein,0.0559,0.0530,0.1305,,,
YNL218W,MGS1,"Protein with DNA-dependent ATPase and ssDNA annealing activities involved in maintenance of genome, interacts functionally with DNA polymerase delta, homolog of human Werner helicase interacting protein (WHIP)",0.3634,0.0206,0.3819,,,
YNL219C,ALG9,"Mannosyltransferase, involved in N-linked glycosylation, catalyzes the transfer of mannose from Dol-P-Man to lipid-linked oligosaccharides, mutation of the human ortholog causes type 1 congenital disorders of glycosylation",0.3366,0.6254,0.3394,,,
YNL220W,ADE12,"Adenylosuccinate synthase, catalyzes the first committed step in the de novo biosynthesis of adenosine",0.0889,0.0430,-0.1263,,,
YNL221C,POP1,"Subunit of both RNase MRP, which cleaves pre-rRNA, and nuclear RNase P, which cleaves tRNA precursors to generate mature 5 ends, binds to the RPR1 RNA subunit in Rnase P",0.0480,-0.1684,-0.2190,,,
YNL222W,SSU72,"TranscriptionRNA-processing factor that associates with TFIIB and cleavagepolyadenylation factor Pta1p, exhibits intrinsic phosphatase activity, affects start site selection in vivo",-0.2855,0.0570,0.1200,,,
YNL223W,ATG4,"Cysteine protease required for autophagy, cleaves Atg8p to a form required for autophagosome and Cvt vesicle generation, mediates attachment of autophagosomes to microtubules through interactions with Tub1p and Tub2p",0.1232,-0.5498,-0.0323,,,
YNL224C,---,Hypothetical protein,-0.0196,-0.6567,-0.1779,,,
YNL225C,CNM67,"Component of the spindle pole body outer plaque, required for spindle orientation and mitotic nuclear migration",-0.5330,-0.8626,-0.7048,,,
YNL227C,JJJ1,"Protein that contains a 70 amino acid J-domain, may function as a co-chaperone to recruit Hsp70-like activity to specific sites, mutation causes defects in fluid-phase endocytosis",-0.6387,-1.2074,-0.4000,,,
YNL229C,URE2,"Nitrogen catabolite repression regulator that acts by inhibition of GLN3 transcription in good nitrogen source, altered form of Ure2p creates [URE3] prion",-0.1937,-1.0719,-0.7480,,,
YNL230C,ELA1,"Elongin A, F-box protein that forms a heterodimer with Elc1p and participates in transcription elongation",0.7962,0.7796,0.5265,,,
YNL231C,PDR16,"Phosphatidylinositol transfer protein (PITP) controlled by the multiple drug resistance regulator Pdr1p, localizes to lipid particles and microsomes, controls levels of various lipids, may regulate lipid synthesis, homologous to Pdr17p",-0.1620,-0.4019,-0.4091,,,
YNL232W,CSL4,"Subunit of the exosome, which is an essential complex present in both nucleus and cytoplasm that mediates RNA processing and degradation",0.0217,-0.7187,-0.1754,,,
YNL233W,BNI4,"Targeting subunit for Glc7p protein phosphatase, localized to the bud neck, required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p",-0.4526,-1.0026,-0.4354,,,
YNL234W,---,"Similar to globins and has a functional heme-binding domain, involved in glucose signaling or metabolism, regulated by Rgt1p",-0.0584,-0.3616,-0.4617,,,
YNL236W,SIN4,"Subunit of the Mediator complex, interacts with the RNA polymerase II holoenzyme to postively or negatively regulate transcription, dispensible for basal transcription",-0.0567,-0.3758,-0.0767,,,
YNL237W,YTP1,"Probable type-III integral membrane protein of unknown function, has regions of similarity to mitochondrial electron transport proteins",-0.0248,0.0626,-0.1366,,,
YNL238W,KEX2,"Subtilisin-like protease (proprotein convertase), a calcium-dependent serine protease involved in the activation of proproteins of the secretory pathway",0.4215,0.5953,0.3345,,,
YNL239W,LAP3,"Aminopeptidase of cysteine protease family, has a DNA binding activity and acts as bleomycin hydrolase in vitro, transcription is regulated by galactose via Gal4p",0.0273,0.3733,0.2146,,,
YNL240C,NAR1,"Nuclear architecture related protein, component of the cytosolic iron-sulfur (FeS) protein assembly machinery, required for maturation of cytosolic and nuclear FeS proteins, homologous to human Narf",-0.0527,0.1280,-0.0135,,,
YNL241C,ZWF1,Glucose-6-phosphate dehydrogenase,-0.3319,-0.2167,-0.3134,,,
YNL242W,ATG2,"Peripheral membrane protein required for the formation of cytosolic sequestering vesicles involved in vacuolar import through both the Cvt pathway and autophagy, interacts with Atg9p and is necessary for its trafficking",0.0917,-0.1994,-0.1503,,,
YNL243W,SLA2,"Transmembrane actin-binding protein involved in membrane cytoskeleton assembly and cell polarization, adaptor protein that links actin to clathrin and endocytosis, present in the actin cortical patch of the emerging bud tip, dimer in vivo",-0.1418,-0.6570,-0.3859,,,
YNL244C,SUI1,"Translation initiation factor eIF1, component of a complex involved in recognition of the initiator codon, modulates translation accuracy at the initiation and elongation phases",-0.2129,-0.3061,-0.1235,,,
YNL245C,CWC25,"Component of a complex containing Cef1p, involved in pre-mRNA splicing, has similarity to S. pombe Cwf25p",0.1577,0.0907,-0.1055,,,
YNL246W,VPS75,"Protein of unknown function involved in vacuolar protein sorting, detected in the nucleus",0.1037,0.3149,0.3677,,,
YNL247W,---,Protein required for cell viability,-0.2648,-0.3954,-0.4046,,,
YNL248C,RPA49,RNA polymerase I subunit A49,0.4916,0.9102,0.1875,,,
YNL249C,MPA43,Mitochondrial protein of unknown function,0.0229,0.5661,0.1357,,,
YNL250W,RAD50,"Subunit of MRX complex, with Mre11p and Xrs2p, involved in processing double-strand DNA breaks in vegetative cells, initiation of meiotic DSBs, telomere maintenance, and nonhomologous end joining",0.0410,-0.0755,0.2268,,,
YNL251C,NRD1,"RNA-binding protein that interacts with the C-terminal domain of the RNA polymerase II large subunit (Rpo21p), required for transcription termination and 3 end maturation of nonpolyadenylated RNAs",0.0120,0.3146,0.1786,,,
YNL252C,MRPL17,Mitochondrial ribosomal protein of the large subunit,-1.0827,-1.1086,-0.9547,,,
YNL253W,TEX1,transcription export complex component,0.2049,-0.0024,0.1212,,,
YNL254C,---,Hypothetical protein,0.3300,0.8224,0.3722,,,
YNL255C,GIS2,"Putative zinc finger protein with similarity to human CNBP, proposed to be involved in the RAScAMP signaling pathway",-0.3445,-1.0149,-0.4584,,,
YNL256W,FOL1,"Multifunctional enzyme of the folic acid biosynthesis pathway, has dihydropteroate synthetase, dihydro-6-hydroxymethylpterin pyrophosphokinase, and dihydroneopterin aldolase activities",-0.3112,0.1569,-0.1287,,,
YNL257C,SIP3,"Protein that activates transcription through interaction with DNA-bound Snf1p, C-terminal region has a putative leucine zipper motif, potential Cdc28p substrate",0.0836,-0.1894,0.3858,,,
YNL258C,DSL1,"Endoplasmic reticulum (ER)-localized peripheral membrane protein required for Golgi-to-ER retrograde traffic, component of the ER target site that interacts with coatomer, the major component of the COPI vesicle protein coat",-0.4723,-0.7335,-0.2204,,,
YNL259C,ATX1,"Cytosolic copper metallochaperone that transports copper to the secretory vesicle copper transporter Ccc2p for eventual insertion into Fet3p, which is a multicopper oxidase required for high-affinity iron uptake",0.0538,0.2560,0.4665,,,
YNL260C,---,Protein required for cell viability,-0.2544,-0.2004,-0.0410,,,
YNL261W,ORC5,"Subunit of the origin recognition complex, which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing",0.2722,0.3621,0.0006,,,
YNL262W,POL2,"Catalytic subunit of DNA polymerase epsilon, one of the major chromosomal DNA replication polymerases characterized by processivity and proofreading exonuclease activity, also involved in DNA synthesis during DNA repair",0.5180,-0.0785,0.8262,,,
YNL263C,YIF1,"Integral membrane protein required for the fusion of ER-derived COPII transport vesicles with the Golgi, interacts with Yip1p and Yos1p, localizes to the Golgi, the ER, and COPII vesicles",-0.0265,0.3253,-0.1346,,,
YNL264C,PDR17,"Phosphatidylinositol transfer protein (PITP), downregulates Plb1p-mediated turnover of phosphatidylcholine, found in the cytosol and microsomes, homologous to Pdr16p, deletion affects phospholipid composition",0.6291,0.6918,0.2326,,,
YNL265C,IST1,"Putative translation initiation factor, as suggested by computational analysis of large-scale protein-protein interaction data",-0.2500,-0.6856,0.1740,,,
YNL267W,PIK1,"Phosphatidylinositol 4-kinase, catalyzes first step in the biosynthesis of phosphatidylinositol-4,5-biphosphate, may control cytokineses through the actin cytoskeleton",-0.1254,-0.7315,-0.3777,,,
YNL268W,LYP1,"Lysine permease, one of three amino acid permeases (Alp1p, Can1p, Lyp1p) responsible for uptake of cationic amino acids",-0.1696,-0.1751,-0.3806,,,
YNL269W,BSC4,"Protein of unknown function, ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression, readthrough is increased upon depletion of Sup35p",-0.3155,0.4561,-0.2839,,,
YNL270C,ALP1,"Basic amino acid transporter, involved in uptake of cationic amino acids",0.5305,-0.0842,0.3639,,,
YNL271C,BNI1,"Formin, nucleates the formation of linear actin filaments, involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables, functionally redundant with BNR1",0.0232,-0.4852,-0.0816,,,
YNL272C,SEC2,"Guanyl-nucleotide exchange factor for the small G-protein Sec4p, located on cytoplasmic vesicles, essential for post-Golgi vesicle transport",-0.1155,-0.8998,-0.0819,,,
YNL273W,TOF1,"Subunit of a replication-pausing checkpoint complex (Tof1p-Mrc1p-Csm3p) that acts at the stalled replication fork to promote sister chromatid cohesion after DNA damage, facilitating gap repair of damaged DNA, interacts with the MCM helicase",0.1422,0.1290,0.4478,,,
YNL274C,---,Putative hydroxyisocaproate dehydrogenase,0.0700,0.2460,0.5360,,,
YNL275W,---,"Plasma membrane protein that binds HCO3-, I-, Br-, NO3- and Cl- , putative boron efflux transporter with similarity to A. thaliana BOR1 which is a known boron efflux transporter",-0.0346,0.5526,-0.0919,,,
YNL277W,MET2,"L-homoserine-O-acetyltransferase, catalyzes the conversion of homoserine to O-acetyl homoserine which is the first step of the methionine biosynthetic pathway",-0.2126,0.7485,-0.2590,,,
YNL277W-A,---,Identified by expression profiling and mass spectrometry,0.7695,1.6836,0.7419,,,
YNL278W,CAF120,"Part of the evolutionarily-conserved CCR4-NOT transcriptional regulatory complex involved in controlling mRNA initiation, elongation, and degradation",0.6548,0.7583,0.5774,,,
YNL279W,PRM1,"Pheromone-regulated multispanning membrane protein involved in membrane fusion during mating, predicted to have 5 transmembrane segments and a coiled coil domain, localizes to the shmoo tip, regulated by Ste12p",0.1075,0.1719,0.0424,,,
YNL280C,ERG24,"C-14 sterol reductase, acts in ergosterol biosynthesis, mutants accumulate the abnormal sterol ignosterol (ergosta-8,14 dienol), and are viable under anaerobic growth conditions but inviable on rich medium under aerobic conditions",0.6089,0.8980,0.8882,,,
YNL281W,HCH1,"Heat shock protein regulator that binds to Hsp90p and may stimulate ATPase activity, originally identified as a high-copy number suppressor of a HSP90 loss-of-function mutation, GFP-fusion protein localizes to the cytoplasm and nucleus",0.4402,0.6273,0.4638,,,
YNL282W,POP3,"Subunit of both RNase MRP, which cleaves pre-rRNA, and nuclear RNase P, which cleaves tRNA precursors to generate mature 5 ends",0.3633,-0.1051,0.1036,,,
YNL283C,WSC2,"Partially redundant sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway involved in maintenance of cell wall integrity and recovery from heat shock, secretory pathway Wsc2p is required for the arrest of secretion response",-0.5648,0.3409,0.9250,,,
YNL284C,MRPL10,"Mitochondrial ribosomal protein of the large subunit, appears as two protein spots (YmL10 and YmL18) on two-dimensional SDS gels",-0.8232,-1.4442,-0.8171,,,
YNL286W,CUS2,"Protein that binds to U2 snRNA and Prp11p, may be involved in U2 snRNA folding, contains two RNA recognition motifs (RRMs)",-0.0795,-0.3632,0.1004,,,
YNL287W,SEC21,"Gamma subunit of coatomer, a heptameric protein complex that together with Arf1p forms the COPI coat, involved in  ER to Golgi transport of selective cargo",-0.2001,-0.4917,-0.2960,,,
YNL288W,CAF40,"Evolutionarily conserved subunit of the CCR4-NOT complex involved in controlling mRNA initiation, elongation and degradation, binds Cdc39p",0.5841,0.8600,0.5157,,,
YNL289W,PCL1,"Pho85 cyclin of the Pcl1,2-like subfamily, involved in entry into the mitotic cell cycle and regulation of morphogenesis, localizes to sites of polarized cell growth",0.3003,-0.1652,1.3221,,,
YNL290W,RFC3,"Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon",-0.2020,-0.5266,-0.0332,,,
YNL291C,MID1,"N-glycosylated integral membrane protein of the ER membrane and plasma membrane, required for Ca2+ influx stimulated by pheromone, functions as a stretch-activated Ca2+-permeable cation channel in mammals, forms an oligomer",-0.0302,0.2850,0.0399,,,
YNL292W,PUS4,"Pseudouridine synthase, catalyzes only the formation of pseudouridine-55 (Psi55), a highly conserved tRNA modification, in mitochondrial and cytoplasmic tRNAs, PUS4 overexpression leads to translational derepression of GCN4 (Gcd- phenotype)",-0.2398,-0.4057,-0.0647,,,
YNL293W,MSB3,"GTPase-activating protein for Sec4p and several other Rab GTPases, regulates exocytosis via its action on Sec4p, also required for proper actin organization, similar to Msb4p, both Msb3p and Msb4p localize to sites of polarized growth",0.1109,-0.2681,-0.1017,,,
YNL294C,RIM21,"Protein proposed to be involved in the response to alkaline pH, has similarity to A. nidulans PalH",0.3502,-0.4170,0.1001,,,
YNL295W,---,Hypothetical protein,-0.9531,-1.7157,-1.1814,,,
YNL297C,MON2,"Peripheral membrane protein with a role in endocytosis and vacuole integrity, interacts with Arl1p and localizes to the endosome, member of the Sec7p family of proteins",0.0368,-0.4783,-0.0862,,,
YNL298W,CLA4,"Involved in localizing cell growth with respect to the septin ring, protein kinase, homologous to Ste20p, interacts with CDC42",-0.5778,-0.7303,-0.6894,,,
YNL299W,TRF5,"Putative poly (A) polymerase involved in nuclear RNA quality control based on: homology with Trf4p, genetic interactions with TRF4 mutants, and physical interaction with Mtr4p (subunit of TRAMP), disputed role as a sigma DNA polymerase",-0.7964,-0.8527,-0.8471,,,
YNL300W,---,Hypothetical protein,-0.6926,0.3382,2.3487,,,
YNL301C,RPL18B  RPL18A,"Protein component of the large (60S) ribosomal subunit, identical to Rpl18Ap and has similarity to rat L18 ribosomal protein  Protein component of the large (60S) ribosomal subunit, identical to Rpl18Bp and has similarity to rat L18 ribosomal protein, intron of RPL18A pre-mRNA forms stem-loop structures that are a target for Rnt1p cleavage leading to degradation",0.6930,0.9120,0.9815,,,
YNL302C,RPS19B  RPS19A,"Protein component of the small (40S) ribosomal subunit, nearly identical to Rps19Ap and has similarity to rat S19 ribosomal protein  Protein component of the small (40S) ribosomal subunit, nearly identical to Rps19Bp and has similarity to rat S19 ribosomal protein",0.2946,0.0758,0.3149,,,
YNL304W,YPT11,Rab-type small GTPase that interacts with the C-terminal tail domain of Myo2p to mediate distribution of mitochondria to daughter cells,-0.2010,-0.8767,-0.3655,,,
YNL305C,---,Hypothetical protein,-0.0410,0.1302,0.0366,,,
YNL306W,MRPS18,"Mitochondrial ribosomal protein of the small subunit, essential for viability, unlike most other mitoribosomal proteins",-0.5351,-0.6609,-0.5752,,,
YNL307C,MCK1,"Protein serinethreoninetyrosine (dual-specificity) kinase involved in control of chromosome segregation and in regulating entry into meiosis, related to mammalian glycogen synthase kinases of the GSK-3 family",0.2640,0.4279,0.2493,,,
YNL308C,KRI1,"Essential nucleolar protein required for 40S ribosome biogenesis, physically and functionally interacts with Krr1p",-0.7788,-1.2629,-0.6625,,,
YNL309W,STB1,"Protein with a role in regulation of MBF-specific transcription at Start, phosphorylated by Cln-Cdc28p kinases in vitro, unphosphorylated form binds Swi6p and binding is required for Stb1p function, expression is cell-cycle regulated",0.2565,0.1381,0.0568,,,
YNL310C,ZIM17,"Essential component of the mitochondrial import system, zinc finger protein that may act with Pam18p to facilitate recognition and folding of imported proteins by Ssc1p (mtHSP70) in the mitochondrial matrix",-0.1676,-0.5793,-0.1253,,,
YNL311C,---,F-box protein,0.5155,-0.1466,0.1142,,,
YNL312W,RFA2,"Subunit of heterotrimeric Replication Factor A (RF-A), which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination",0.0185,-0.0628,0.0382,,,
YNL313C,---,Protein required for cell viability,0.0105,-0.1752,-0.1918,,,
YNL314W,DAL82,"Positive regulator of allophanate inducible genes, binds a dodecanucleotide sequence upstream of all genes that are induced by allophanate, contains an UISALL DNA-binding, a transcriptional activation, and a coiled-coil domain",-0.1567,-0.6343,-0.2557,,,
YNL315C,ATP11,"Molecular chaperone, required for the assembly of alpha and beta subunits into the F1 sector of mitochondrial F1F0 ATP synthase",-0.9024,-1.4472,-0.7693,,,
YNL316C,PHA2,"Prephenate dehydratase, catalyzes the conversion of prephanate to phenylpyruvate, which is a step in the phenylalanine biosynthesis pathway",0.4332,0.4497,0.1945,,,
YNL317W,PFS2,"Integral subunit of the pre-mRNA cleavage and polyadenylation factor (CPF) complex, plays an essential role in mRNA 3-end formation by bridging different processing factors and thereby promoting the assembly of the processing complex",-0.0178,-0.4025,0.0688,,,
YNL318C,HXT14,"Protein of unknown function with similarity to hexose transporter family members, expression is induced by low levels of glucose and repressed by high levels of glucose",-0.3543,-0.1997,0.0799,,,
YNL320W,---,Hypothetical protein,0.2506,0.9209,0.1025,,,
YNL321W,---,"Protein of unknown function, potential Cdc28p substrate",-0.1923,0.4992,0.2074,,,
YNL322C,KRE1,"Cell wall glycoprotein involved in beta-glucan assembly, serves as a K1 killer toxin membrane receptor",0.1749,0.2367,0.1007,,,
YNL323W,LEM3,"Membrane protein of the plasma membrane and ER, involved in translocation of phospholipids and alkylphosphocholine drugs across the plasma membrane",0.3585,-0.0091,0.2891,,,
YNL325C,FIG4,"Protein required for efficient mating, member of a family of eukaryotic proteins that contain a domain homologous to Sac1p",0.0398,0.2215,0.2361,,,
YNL326C,---,"Palmitoyltransferase for Vac8p, one of three yeast DHHC-cysteine rich domain proteins (Pfa3p, Erf2p, Akr1p) with palmitoyltransferase activity, required for vacuolar integrity under stress conditions",0.3075,0.2766,0.0311,,,
YNL327W,EGT2,"Glycosylphosphatidylinositol (GPI)-anchored cell wall endoglucanase required for proper cell separation after cytokinesis, expression is activated by Swi5p and tightly regulated in a cell cycle-dependent manner",-0.5327,1.1030,1.1921,,,
YNL328C,MDJ2,"Protein of the mitochondrial inner membrane, function partially overlaps that of Mdj1p, which is a chaperone involved in folding of mitochondrially synthesized proteins in the mitochondrial matrix, member of the DnaJ family",-0.1364,-0.1348,0.0620,,,
YNL329C,PEX6,"Peroxisomal membrane AAA-family ATPase peroxin required for peroxisome assembly, contains two 230 amino acid ATP-binding AAA cassettes, interacts with Pex1p",-0.6736,-0.7397,-0.5977,,,
YNL330C,RPD3,"Histone deacetylase, regulates transcription and silencing",0.0043,-0.2135,-0.0622,,,
YNL331C,AAD14,"Putative aryl-alcohol dehydrogenase with similarity to P. chrysosporium aryl-alcohol dehydrogenase, mutational analysis has not yet revealed a physiological role",0.0432,0.3973,0.3802,,,
YNR001C,CIT1,"Citrate synthase, catalyzes the condensation of acetyl coenzyme A and oxaloacetate to form citrate, the rate-limiting enzyme of the TCA cycle, nuclear encoded mitochondrial protein",-0.1472,-0.1271,-0.2419,,,
YNR002C,FUN34,"Putative transmembrane protein, involved in ammonia production, member of the TC 9.B.33 YaaH family, homolog of Ady2p and Y. lipolytica Gpr1p",-0.7164,-0.0750,-0.5844,,,
YNR003C,RPC34,"RNA polymerase III subunit C34, interacts with TFIIIB70 and is a key determinant in pol III recruitment by the preinitiation complex",0.1764,-0.2657,0.4831,,,
YNR004W,---,Hypothetical protein,-0.2923,-0.0636,-0.2446,,,
YNR006W,VPS27,"Endosomal protein that forms a complex with Hse1p, required for recycling Golgi proteins, forming lumenal membranes and sorting ubiquitinated proteins destined for degradation, has Ubiquitin Interaction Motifs which bind ubiquitin (Ubi4p)",0.3889,-0.2694,0.2688,,,
YNR007C,ATG3,"Protein involved in autophagy, E2-like enzyme that plays a role in formation of Atg8p-phosphatidylethanolamine conjugates, which are involved in membrane dynamics during autophagy",-0.1116,-0.7242,0.0437,,,
YNR008W,LRO1,"Acyltransferase that catalyzes diacylglycerol esterification, one of several acyltransferases that contribute to triglyceride synthesis, putative homolog of human lecithin cholesterol acyltransferase",0.5096,0.5973,0.3308,,,
YNR009W,---,Hypothetical protein,-0.0706,0.2383,0.2734,,,
YNR010W,CSE2,"Component of the Med910 module, which is a subcomplex within the RNA polymerase II Mediator complex, required for regulation of RNA polymerase II activity",0.4578,0.1952,0.4796,,,
YNR011C,PRP2,"RNA-dependent ATPase in the DEAH-box family, required for activation of the spliceosome before the first transesterification step in RNA splicing",0.2493,0.2215,0.0863,,,
YNR012W,URK1,"Uridinecytidine kinase, component of the pyrimidine ribonucleotide salvage pathway that converts uridine into UMP and cytidine into CMP, involved in the pyrimidine deoxyribonucleotide salvage pathway, converting deoxycytidine into dCMP",-0.4927,0.1009,-0.3804,,,
YNR013C,PHO91,"Low-affinity phosphate transporter, deletion of pho84, pho87, pho89, pho90, and pho91 causes synthetic lethality, transcription independent of Pi and Pho4p activity, overexpression results in vigorous growth",0.2361,1.0736,0.3780,,,
YNR014W,---,Hypothetical protein,0.1352,0.4904,0.1140,,,
YNR015W,SMM1,"Dihydrouridine synthase, member of a family of dihydrouridine synthases including Dus1p, Smm1p, Dus3p, and Dus4p, modifies uridine residues at position 20 of cytoplasmic tRNAs",-0.0295,-0.3295,-0.1527,,,
YNR016C,ACC1,"Acetyl-CoA carboxylase, biotin containing enzyme that catalyzes the carboxylation of acetyl-CoA to form malonyl-CoA, required for de novo biosynthesis of long-chain fatty acids",-0.6692,-1.0667,-0.4244,,,
YNR017W,MAS6,"Essential protein of the mitochondrial inner membrane, component of the mitochondrial import system",-0.4098,-0.1767,-0.4979,,,
YNR018W,---,Hypothetical protein,-0.1313,-0.5993,-0.3427,,,
YNR019W,ARE2,"Acyl-CoA:sterol acyltransferase, isozyme of Are1p, endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the presence of oxygen",0.3367,1.0055,0.2215,,,
YNR020C,---,Hypothetical protein,-0.8854,-1.1925,-0.9114,,,
YNR021W,---,Hypothetical protein,0.7633,1.0144,0.6584,,,
YNR022C,MRPL50,"Mitochondrial ribosomal protein of the large subunit, not essential for mitochondrial translation",-1.5383,-1.7112,-1.0115,,,
YNR023W,SNF12,"73 kDa subunit of the 11-subunit SWISNF chromatin remodeling complex involved in transcriptional regulation, homolog of Rsc6p subunit of the RSC chromatin remodeling complex, deletion mutants are temperature-sensitive",-0.2763,-0.7567,-0.4469,,,
YNR024W,---,Hypothetical protein,-0.5764,-0.5059,-0.2298,,,
YNR026C,SEC12,"Guanine nucleotide exchange factor (GEF), glycosylated integral membrane protein of the endoplasmic reticulum, important for the initiation of transport vesicle budding from the endoplasmic reticulum through activation of the GTPase Sar1p",0.1110,-0.0924,0.0588,,,
YNR027W,BUD17,"Protein involved in bud-site selection, diploid mutants display a random budding pattern instead of the wild-type bipolar pattern",0.4550,0.3268,0.1394,,,
YNR028W,CPR8,"Peptidyl-prolyl cis-trans isomerase (cyclophilin), catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues, similarity to Cpr4p suggests a potential role in the secretory pathway",0.4876,0.3403,0.2932,,,
YNR029C,---,Hypothetical protein,-0.3687,-0.4285,-0.2370,,,
YNR030W,ALG12,"Alpha-1,6-mannosyltransferase localized to the ER, responsible for the addition of the alpha-1,6 mannose to dolichol-linked Man7GlcNAc2, acts in the dolichol pathway for N-glycosylation",0.5327,1.8063,0.6151,,,
